"publishedDate","lang","publishedPlatform","title","locationId","travelDate","tripType","rating","text"
"2022-10-04","ru","MOBILE","Гастрономический оргазм","21041974","2022-10","COUPLES","5","Высококлассный ресторан молдавской кухни, включивший в себя местные кулинарные традиции и новейшие европейские тренды. Вкуснейшая еда и лучшие местные вина. Но и ц��ны соответствующие. Когда так хорошо, то не может быть дешево. Настоятельно рекомендую!"
"2022-08-21","en","MOBILE","Scammers","21041974","2022-08","SOLO","1","I requested a glass of local house red wine by the glass. They scammed me with an exhorbitant price that was more of the entire dinner. The wine was never opened in front of me or the bottle shown. I spoke to the Manager and she was hepless and did not try fix the issue."
"2022-07-28","en","MOBILE","Moldovan Cuisine with a Gourmet twist.","21041974","2022-07","FAMILY","5","The presentation of the dishes is faithful to their taste. 100% recommendable! The mashed beans with onions & fried potatoes and the dessert ""Chisinau de seara"" are a must."
"2022-06-21","en","MOBILE","Great gourmet experience","21041974","2022-06","FRIENDS","5","Great Moldovan food but presented different. We have enjoyed the taste, the atmosphere and good service. For desert, I would recommend the Chișinăul de seara, so good!"
"2022-01-05","pt","OTHER","O melhor de Chisinau","21041974","2021-12","NONE","5","Eu não tenho absolutamente nada de ruim para falar desse restaurante: ambiente agradável, serviço impecável (o garçom até conseguiu persuadir meu marido a pedir uma dose de vodka depois do jantar), comida absurdamente deliciosa, preços baixos. Comeria aqui todos os dias da minha vida."
"2022-01-02","ru","MOBILE","Отличный ужин","21041974","2022-01","FRIENDS","5","Отлично, вкусная еда, цены соответствуют качеству. Хороший сервис и подход к клиентам на уровне,  осталось хорошее впечатление :)"
"2021-11-27","en","MOBILE","High quality food and wine","21041974","2021-11","FAMILY","5","We had a fantastic meal here - the menu is varied and provides an excellent selection of local dishes. The lamb kavurma to start was exceptional but the highlight was the carp fillet, which was perfectly cooked and delicately seasoned. The wine selection is also extensive and offers a range of high quality Moldovan wines. My only complaint would be that the main course was served immediately after the starters had been finished and it would have been good to have a few minutes between courses. However this did not detract from the overall experience - Fuior is definitely worth visiting."
"2021-11-13","ru","OTHER","Fuior - Good Food","21041974","2021-11","NONE","5","Вход строго по тесту или сертификату, размещение в небольшом зале, всего 2 зала на первом и цокольном этаже. Кухня очень неплохая, завтраки достойные. Супы вкусные подача интересная. Заведение в самом центре. Не все официанты любят свою работу, был там более 5 раз и один официант работает постоянно на негативе видно, чо не любит свою работу. Большой минус это один WC на Ресторан очень мало."
"2021-11-07","ru","OTHER","Спорно для меня","21041974","2021-11","FAMILY","3","Я забронировала столик по рекомендации местных жителей. Все очень красиво офомленно, обслуживание с порога просто шик и блеск.
К моему великому сожалению, в меню не указано, что блюдо приготовленное из овечьей брвнзы с козьей... Скажу вам, честно, зачастую это бывает принципиально, потому что кто-то не ест такую брынзу, а бывает и неперегостмость. Официант тоже не предупреждал, как итог 2 блюда, которые есть было уже невозможно. Непонятно для меня и зачем салат из свежих помидор на 50% состоит из маринованных овощей, дико пересоленных. 
А вот мини голубцы со сметаной и трюфелем были восхитительны.
Мы посидели недолго и ушли в другие место.
НАШИ недоумение остались только ими же, ни комплименты, ни извинений. Ну бывает, туристы же :)"
"2021-10-17","en","MOBILE","Simple Moldovan cuisine…but not so simple!","21041974","2021-10","FAMILY","5","Outstanding in every way. We were a group of four for dinner. Friendly multilingual service, very good wine selection, an attractive minimalist design, and strict checking of our vaccination cards at the door. 

But the cuisine was the star of the show. Each dish was top notch and perfectly prepared. Our unadventurous teen had simple pasta with turkey meatballs, and even he said “wow!” A nervous adult had the black coltunasi (dumplings), and wound up almost licking her plate. Trout was perfectly tender and seasoned. I think my mamaliga with tocana was the winner: trimmed (no gristle) meat, absolutely delicious. 

We’ve been talking about our meal ever since. Just an excellent experience, start to finish."
"2021-10-03","ru","OTHER","Просто великолепно","21041974","2021-10","FAMILY","5","Их поворот довёл традиционные блюда до мирового уровня. Тянет на звезду мишлена и даже лучше нескольких ресторанов мишлена в которых мы кушали"
